1392|26007626|82021|R|Other|Other|FANNIE MAE|3.5|3.5|150000.0|147022.72|123865.44|360|62013|82013|97.0|263.0|263.0|72043.0|80.0|80|1.0|24.0|782.0||Y|P|CO|1|P|VA|47900|220.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||313.17|313.17|0.0|||||||||||||||||||809.0||747.0|||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C04 G1||7||
1501|90006842|82021|R|Other|Freedom Mortgage Corp.|FANNIE MAE|5.125|5.125|102000.0|100724.04|94193.01|360|42017|62017|51.0|309.0|305.0|52047.0|80.0|80|3.0|32.0|648.0|643.0|Y|P|SF|1|P|IN|45460|478.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||150.28|150.28|0.0|||||||||||||||||||650.0|659.0|652.0|592.0||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2018 C01 G1||7||
5123|94618740|82021|R|Other|Other|FANNIE MAE|4.125|4.125|163000.0|139438.37|132017.34|360|52012|72012|110.0|250.0|250.0|62042.0|163.0|163|2.0||651.0|647.0|N|R|SF|1|P|AZ|38060|850.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||333.56|337.17|3.61|||||||||||||||||||660.0|655.0|752.0|767.0||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
5123|94273784|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|3.625|3.625|142000.0|75890.91|56030.34|180|112011|12012|116.0|64.0|61.0|122026.0|41.0|41|1.0||782.0||N|R|PU|1|P|NY|35620|117.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||0.0|0.0|0.0|||||||||||||||||||817.0||707.0|||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1449|34584224|82021|R|Other|Other|FANNIE MAE|3.625|3.625|189000.0|187241.14|161460.65|360|92015|112015|70.0|290.0|276.0|102045.0|75.0|75|1.0|39.0|691.0||N|R|SF|1|P|CA|44700|952.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||373.83|474.13|100.3|||||||||||||||||||681.0||747.0|||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C04 G1||7||
1404|28666711|82021|R|Other|Other|FANNIE MAE|4.125|4.125|148000.0|145882.14|123868.94|360|72014|92014|84.0|276.0|263.0|82044.0|80.0|80|2.0|17.0|733.0|802.0|Y|P|PU|1|P|ID|14260|836.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||290.48|336.43|45.95|||||||||||||||||||764.0|787.0|772.0|782.0||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2015 C03 G1||7||
5103|91377956|82021|R|Other|Freedom Mortgage Corp.|FANNIE MAE|4.875|4.875|152000.0|152000.0|144554.16|360|62018|82018|37.0|323.0|323.0|72048.0|80.0|80|2.0|17.0|793.0|780.0|Y|P|PU|1|P|ID|14260|836.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||216.27|216.27|0.0|||||||||||||||||||792.0|767.0|752.0|762.0||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2018 R07 G1||7||
5123|94585753|82021|R|Other|PNC Bank, N.A.|FANNIE MAE|3.875|3.875|138000.0|86342.93|70949.24|240|112011|22012|115.0|125.0|101.0|12032.0|72.0|72|2.0||802.0|768.0|N|R|SF|1|P|SD|0|575.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||593.29|693.29|100.0|||||||||||||||||||738.0|752.0|757.0|772.0||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1473|40813217|82021|C|Other|New Residential Mortgage LLC|FANNIE MAE|4.0|4.0|144000.0|142459.29|130043.55|360|82016|102016|59.0|301.0|301.0|92046.0|78.0|78|1.0|23.0|647.0||N|R|SF|1|P|MN|33460|550.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||250.78|250.78|0.0|||||||||||||||||||652.0||677.0|||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2017 C03 G1||7||
1404|28620321|82021|R|Rocket Mortgage, LLC|Rocket Mortgage, LLC|FANNIE MAE|4.625|4.625|123000.0|121666.63|107503.95|360|72014|102014|83.0|277.0|277.0|92044.0|65.0|65|2.0|44.0|726.0|775.0|N|R|SF|1|P|AR|0|719.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||216.97|216.97|0.0|||||||||||||||||||691.0|725.0||632.0||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2015 C03 G1||7||
1392|25980324|82021|B|Other|Wells Fargo Bank, N.A.|FANNIE MAE|4.25|4.25|514000.0|503462.28|431869.37|360|62013|82013|97.0|263.0|263.0|72043.0|80.0|80|2.0|25.0|712.0|798.0|N|P|SF|1|P|CA|41740|921.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||993.54|993.54|0.0|||||||||||||||||||800.0|801.0|797.0|702.0||N||||0.0|||N||||||Y|||||||||||||N||7|N|CAS 2014 C04 G1||7||
1405|28467460|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|5.25|5.25|200000.0|196926.99|174122.38|360|52014|72014|86.0|274.0|270.0|62044.0|95.0|95|1.0|30.0|681.0||Y|P|CO|1|P|IL|16980|606.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||336.76|524.17|187.41|||||||||||||||||||666.0||||2.0|N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2015 C03 G2||7||
1474|41368678|82021|C|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|3.375|3.375|264000.0|262135.31|236945.99|360|102016|122016|57.0|303.0|302.0|112046.0|97.0|97|2.0|33.0|780.0|797.0|Y|P|SF|1|P|PA|38300|152.0|35.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||498.62|498.62|0.0|||||||||||||||||||785.0|710.0|787.0|782.0|1.0|N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2017 C04 G2||7||
5106|91696203|82021|C|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|4.875|4.875|412000.0|409000.0|390875.87|360|42018|62018|39.0|321.0|321.0|52048.0|97.0|97|1.0|44.0|737.0||Y|P|CO|1|P|CA|44700|953.0|35.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||591.32|591.32|0.0|||||||||||||||||||671.0||707.0||1.0|N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2019 R01 G2||7||
5120|93195699|82021|R|Other|New Residential Mortgage LLC|FANNIE MAE|4.625|4.625|143000.0|141000.0|122131.85|360|12019|32019|30.0|330.0|267.0|22049.0|97.0|97|1.0|45.0|731.0||Y|P|CO|1|P|HI|46520|968.0|25.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||258.87|1328.78|1069.91|||||||||||||||||||726.0||787.0||1.0|N||0.0||0.0|Y||N|||||A|N|||||||||||||N||7|N|CAS 2019 R06 G2||7||
1518|90588013|82021|B|Other|Other|FANNIE MAE|4.25|4.25|130000.0|130000.0|122045.36|360|12018|32018|42.0|318.0|318.0|22048.0|95.0|95|2.0|49.0|690.0|775.0|N|P|SF|1|P|NY|45060|130.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||207.28|207.28|0.0|||||||||||||||||||627.0|774.0|687.0|817.0|1.0|N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2018 C04 G2||7||
1469|39600803|82021|R|Other|Other|FANNIE MAE|3.75|3.75|194000.0|192033.66|174299.52|360|82016|102016|59.0|301.0|300.0|92046.0|81.0|81|2.0|27.0|807.0|801.0|N|R|SF|1|P|IN|16980|463.0|12.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||350.35|350.35|0.0|||||||||||||||||||793.0|791.0|817.0|802.0|1.0|N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2017 C02 G2||7||
1494|44758769|82021|R|Rocket Mortgage, LLC|Rocket Mortgage, LLC|FANNIE MAE|4.375|4.375|171000.0|169704.58|157719.8|360|42017|62017|51.0|309.0|309.0|52047.0|97.0|97|1.0|37.0|768.0||Y|P|SF|1|P|NM|29740|880.0|35.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||275.9|275.9|0.0|||||||||||||||||||776.0||807.0||1.0|N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2017 C07 G2||7||
1378|23343887|82021|C|JPMorgan Chase Bank, National Association|JPMorgan Chase Bank, NA|FANNIE MAE|3.875|3.875|103000.0|100498.49|83422.48|360|92012|112012|106.0|254.0|254.0|102042.0|73.0|73|2.0|32.0|712.0|686.0|N|R|SF|1|P|KY|31140|402.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||211.92|211.92|0.0|||||||||||||||||||801.0|705.0|817.0|807.0||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C01 G1||7||
1465|37980074|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|4.125|4.125|45000.0|44616.24|40547.96|360|42016|62016|63.0|297.0|297.0|52046.0|74.0|74|2.0|28.0|805.0|812.0|N|P|CO|1|S|FL|35840|342.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||78.45|78.45|0.0|||||||||||||||||||808.0|807.0|807.0|807.0||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2017 C01 G1||7||
5109|91986136|82021|R|Other|Other|FANNIE MAE|4.625|4.625|193000.0|192000.0|183519.82|360|82018|102018|35.0|325.0|325.0|92048.0|80.0|80|1.0|23.0|798.0||Y|P|SF|1|P|NC|39580|275.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||282.85|282.85|0.0|||||||||||||||||||772.0||812.0|||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2019 R02 G1||7||
1388|25277365|82021|C|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|4.0|4.0|228000.0|223642.9|158545.81|360|32013|52013|100.0|260.0|200.0|42043.0|95.0|95|1.0|25.0|755.0||Y|P|CO|1|P|MD|12580|211.0|30.0|FRM|N|N|||0.0|000000000000000000000000000001000000000000000000|N|Y|||||558.16|558.16|0.0|||||||||||||||||||779.0||812.0||1.0|N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C03 G2||7||
1453|35059160|82021|C|Other|Other|FANNIE MAE|3.875|3.875|101000.0|99490.25|88773.12|360|62015|82015|73.0|287.0|287.0|72045.0|89.0|89|1.0|24.0|805.0||N|R|SF|1|P|ID|14260|836.0|12.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||187.67|187.67|0.0|||||||||||||||||||752.0||782.0||1.0|N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C05 G2||7||
1387|25170079|82021|R|Other|Other|FANNIE MAE|3.5|3.5|100000.0|94172.53|50732.74|360|52013|72013|98.0|262.0|138.0|62043.0|80.0|80|1.0|40.0|776.0||N|C|SF|1|P|SD|0|574.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||298.41|298.73|0.32|||||||||||||||||||797.0||797.0|||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2014 C03 G1||7||
1443|33233186|82021|C|Stearns Lending, LLC|Wells Fargo Bank, N.A.|FANNIE MAE|3.875|3.875|205000.0|200549.04|171833.01|360|32015|52015|76.0|284.0|267.0|42045.0|95.0|95|2.0|35.0|751.0|794.0|N|P|SF|1|P|MN|33460|551.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||406.5|669.98|263.48|||||||||||||||||||741.0|786.0|627.0|712.0|1.0|N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C03 G2||7||
5228|125672421|82021|C|Other|Other|FANNIE MAE|3.625|3.625|288000.0|283038.02|283038.02|360|92020|112020|10.0|350.0|349.0|102050.0|80.0|80|2.0|46.0|738.0|759.0|N|C|SF|1|P|DE|41540|199.0||FRM|N|N|||0.0|XXXXXXXXXXXXXXXXXXXXXXXXXX0000000000000000000000|N|||||||||||||||||||||||||||752.0|797.0|752.0|797.0||Y||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2021 R01 G1||7||
5228|125606573|82021|R|Amerisave Mortgage Corporation|Amerisave Mortgage Corporation|FANNIE MAE|3.25|3.25|140000.0|137569.99|137569.99|360|102020|122020|9.0|351.0|350.0|112050.0|77.0|77|1.0|40.0|774.0||N|C|SF|1|P|WA|44060|992.0||FRM|N|N|||0.0|XXXXXXXXXXXXXXXXXXXXXXXXXX0000000000000000000000|N|||||||||||||||||||||||||||787.0||787.0|||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2021 R01 G1||7||
5123|94009888|82021|R|JPMorgan Chase Bank, National Association|JPMorgan Chase Bank, NA|FANNIE MAE|4.375|4.375|226000.0|190745.29|180104.01|360|102011|122011|117.0|243.0|240.0|112041.0|57.0|57|1.0||808.0||N|R|PU|1|P|FL|42680|329.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||469.48|469.48|0.0|||||||||||||||||||800.0||792.0|||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1404|28672788|82021|R|Other|Other|FANNIE MAE|4.25|4.25|157000.0|154331.86|135082.65|360|52014|72014|86.0|274.0|274.0|62044.0|75.0|75|1.0|31.0|803.0||N|P|CO|1|P|MA|39300|27.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||291.67|291.67|0.0|||||||||||||||||||797.0||792.0|||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2015 C03 G1||7||
5123|93807626|82021|R|Bank of America, N.A.|Bank of America, N.A.|FANNIE MAE|5.25|5.25|108000.0|79389.08|70969.63|360|32010|52010|136.0|224.0|170.0|42040.0|81.0|81|1.0||765.0||N|R|SF|1|P|MA|44140|11.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||561.81|773.93|212.12|||||||||||||||||||794.0||797.0|||N||0.0||0.0|N||N||||||N|||||||||||||N||7|N|CAS 2019-HRP1||7||
1398|26913669|82021|R|Wells Fargo Bank, N.A.|Wells Fargo Bank, N.A.|FANNIE MAE|4.625|4.625|169000.0|165252.9|112379.79|360|102013|122013|93.0|267.0|180.0|112043.0|95.0|95|1.0|36.0|760.0||N|P|SF|1|P|IL|16980|600.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|Y|||||434.6|434.6|0.0|||||||||||||||||||792.0||777.0||1.0|N||||0.0|||Y||||||N|||||||||||||N||7|N|CAS 2015 C01 G2||7||
1439|32623261|82021|R|Other|Other|FANNIE MAE|3.75|3.75|134000.0|132744.86|116396.82|360|42015|62015|75.0|285.0|282.0|52045.0|80.0|80|2.0|19.0|778.0|707.0|Y|P|SF|1|P|TX|12420|787.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||257.88|257.88|0.0|||||||||||||||||||806.0|706.0|792.0|702.0||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C02 G1||7||
1473|40934296|82021|C|Stearns Lending, LLC|Freedom Mortgage Corp.|FANNIE MAE|3.5|3.5|100000.0|99208.54|85474.09|360|92016|112016|58.0|302.0|279.0|102046.0|80.0|80|1.0|18.0|797.0||N|P|SF|1|P|GA|12060|300.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||0.0|483.34|483.34|||||||||||||||||||799.0||802.0|||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2017 C03 G1||7||
1404|28669628|82021|C|Other|Other|FANNIE MAE|4.25|4.25|164000.0|160889.9|140067.8|360|72014|92014|84.0|276.0|270.0|82044.0|74.0|74|2.0|20.0|807.0|794.0|N|R|SF|1|P|MN|20260|557.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||309.61|309.61|0.0|||||||||||||||||||801.0|797.0|807.0|807.0||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2015 C03 G1||7||
1461|37049897|82021|R|Other|Wells Fargo Bank, N.A.|FANNIE MAE|3.75|3.75|141000.0|139534.54|124720.82|360|42016|62016|63.0|297.0|293.0|52046.0|95.0|95|2.0|26.0|748.0|769.0|Y|P|SF|1|P|PA|29540|175.0|30.0|FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N|N|||||260.57|260.57|0.0|||||||||||||||||||703.0|777.0|777.0|797.0|1.0|N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C07 G2||7||
5228|125713684|82021|R|Other|Other|FANNIE MAE|3.0|3.0|147000.0|144584.37|144584.37|360|112020|12021|8.0|352.0|350.0|122050.0|71.0|71|2.0|28.0|717.0|702.0|N|R|SF|1|P|NC|20500|275.0||FRM|N|N|||0.0|XXXXXXXXXXXXXXXXXXXXXXXXXXXX00000000000000000000|N|||||||||||||||||||||||||||752.0|797.0|752.0|797.0||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2021 R01 G1||7||
1397|27094386|82021|R|Other|NationStar Mortgage, LLC|FANNIE MAE|4.875|4.875|360000.0|352070.34|303730.22|360|112013|12014|92.0|268.0|258.0|122043.0|80.0|80|2.0|44.0|666.0|630.0|N|P|SF|1|P|CA|44700|952.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||0.0|0.0|0.0|||||||||||||||||||649.0|572.0|737.0|687.0||N||||0.0|||N||||||N|||||||||||||N||7|N|CAS 2015 C01 G1||7||
1504|90285306|82021|R|JPMorgan Chase Bank, National Association|JPMorgan Chase Bank, NA|FANNIE MAE|4.0|4.0|399000.0|396688.91|385600.84|360|72017|92017|48.0|312.0|312.0|82047.0|95.0|95|1.0|43.0|727.0||Y|P|SF|1|P|IL|16980|605.0|30.0|FRM|N|N|||0.0|000000000000000102030405000000000000000000000000|N|N|||||670.55|1172.22|501.67||||||||||||||0.0|||||707.0||802.0||1.0|N||0.0||0.0|N|0.0|N|||||A|N|||||||||||||N||7|N|CAS 2018 C02 G2||C|1.0|16971.92
5115|92643883|82021|R|Other|Citizens Bank, National Association|FANNIE MAE|5.625|5.625|65000.0|65000.0|62718.58|360|102018|122018|33.0|327.0|327.0|112048.0|80.0|80|1.0|15.0|800.0||N|P|PU|1|I|PA|35620|183.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||80.96|80.96|0.0|||||||||||||||||||812.0||807.0|||N||0.0||0.0|N||N|||||A|N|||||||||||||N||7|N|CAS 2019 R05 G1||7||
1449|34496953|82021|R|HomeStreet Bank|New Residential Mortgage LLC|FANNIE MAE|4.25|4.25|368000.0|363371.7|326469.78|360|72015|92015|72.0|288.0|288.0|82045.0|80.0|80|2.0|21.0|791.0|782.0|N|P|PU|1|S|AZ|22380|860.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||651.78|651.78|0.0|||||||||||||||||||767.0|794.0|787.0|762.0||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C04 G1||7||
1460|36698989|82021|R|Truist Bank (formerly SunTrust Bank)|Truist Bank (formerly SunTrust Bank)|FANNIE MAE|4.25|4.25|295000.0|291905.7|263991.3|360|112015|12016|68.0|292.0|292.0|122045.0|80.0|80|1.0|25.0|776.0||N|P|PU|1|I|NC|11700|287.0||FRM|N|N|||0.0|000000000000000000000000000000000000000000000000|N||||||515.42|515.42|0.0|||||||||||||||||||775.0||777.0|||N||0.0||0.0|||N||||||N|||||||||||||N||7|N|CAS 2016 C06 G1||7||
